tick, CC, CD, DC, DD
3895,158,962,28,105
3896,155,982,24,110
3897,149,975,25,107
3898,146,995,23,104
3899,144,971,23,106
3900,139,967,28,99
3901,141,945,31,97
3902,139,936,29,107
3903,134,935,28,110
3904,132,915,31,105
3905,135,927,31,113
3906,144,939,32,110
3907,134,945,33,106
3908,131,964,30,110
3909,134,962,29,110
3910,131,965,28,114
3911,132,967,28,110
3912,128,964,28,106
3913,126,977,29,102
3914,132,985,31,103
3915,138,997,32,95
3916,144,999,33,92
3917,140,1002,34,88
3918,143,993,37,85
3919,145,992,37,88
3920,159,990,35,91
3921,143,1000,35,90
3922,149,999,30,97
3923,147,977,27,102
3924,152,987,25,101
3925,161,989,24,99
3926,154,985,27,95
3927,155,971,26,91
3928,164,989,22,97
3929,164,964,20,98
3930,156,958,20,102
3931,163,969,19,100
3932,172,976,19,101
3933,175,963,20,103
3934,175,973,20,106
3935,182,986,21,104
3936,173,963,26,103
3937,164,961,23,108
3938,165,957,23,110
3939,162,926,25,112
3940,157,933,25,114
3941,152,949,26,115
3942,143,957,26,110
3943,143,965,22,112
3944,147,966,24,114
3945,153,977,28,108
3946,160,967,22,111
3947,158,944,23,115
3948,170,939,23,117
3949,165,941,26,126
3950,174,926,26,120
3951,178,926,27,125
3952,169,930,25,123
3953,170,937,26,112
3954,171,951,26,111
3955,176,944,26,112
3956,184,959,27,116
3957,175,945,28,111
3958,169,920,28,108
3959,174,924,28,114
3960,170,928,26,103
3961,172,911,28,105
3962,165,913,29,111
3963,153,908,30,115
3964,155,903,31,109
3965,157,891,26,107
3966,159,896,26,112
3967,154,899,27,112
3968,141,903,31,111
3969,145,908,31,110
3970,142,910,31,115
3971,145,901,30,113
3972,158,886,29,108
3973,148,892,27,104
3974,147,892,33,104
3975,142,880,36,107
3976,139,880,39,112
3977,135,866,38,107
3978,138,872,38,115
3979,140,858,39,110
3980,138,857,42,104
3981,146,870,40,106
3982,143,872,39,111
3983,144,868,40,112
3984,137,878,36,104
3985,128,869,35,100
3986,129,893,33,106
3987,124,890,32,107
3988,132,909,34,106
3989,136,917,36,101
3990,128,928,38,105
3991,124,919,39,110
3992,115,931,42,113
3993,112,956,46,119
3994,115,946,47,113
3995,119,970,48,113
3996,120,984,54,122
3997,115,956,56,127
3998,120,956,58,129
3999,117,962,53,129
tick, CC, CD, DC, DD
