tick, CC, CD, DC, DD
1356,117,584,52,440
1357,118,556,49,442
1358,116,575,48,435
1359,115,579,47,429
1360,122,572,47,419
1361,123,572,46,421
1362,129,569,44,418
1363,132,559,44,418
1364,136,563,43,424
1365,131,572,43,428
1366,130,563,41,431
1367,135,573,37,421
1368,136,576,38,425
1369,141,580,39,426
1370,145,579,37,422
1371,142,593,32,423
1372,134,596,27,421
1373,128,583,28,436
1374,123,593,28,437
1375,130,577,27,441
1376,128,570,26,445
1377,124,559,29,462
1378,127,578,30,474
1379,120,583,30,477
1380,113,603,28,482
1381,115,594,31,482
1382,106,603,38,468
1383,107,602,36,444
1384,98,598,41,445
1385,97,578,43,463
1386,97,571,47,460
1387,97,571,43,462
1388,98,580,44,449
1389,102,593,44,455
1390,104,603,44,461
1391,103,605,50,472
1392,108,597,50,471
1393,110,597,50,471
1394,111,597,43,471
1395,109,583,37,470
1396,111,602,34,472
1397,116,598,31,479
1398,121,596,35,482
1399,121,586,37,480
1400,125,586,37,495
1401,131,584,41,502
1402,134,580,38,513
1403,141,572,40,502
1404,140,576,35,504
1405,135,573,39,505
1406,139,574,37,512
1407,136,572,39,506
1408,139,574,41,491
1409,139,568,39,483
1410,140,571,43,501
1411,126,572,44,493
1412,127,568,44,501
1413,129,575,48,513
1414,137,567,44,515
1415,134,557,47,507
1416,134,554,42,507
1417,137,555,41,477
1418,143,549,41,487
1419,148,535,39,479
1420,138,544,38,492
1421,135,551,42,497
1422,132,548,45,496
1423,140,536,46,493
1424,147,536,44,497
1425,142,539,42,497
1426,145,540,44,519
1427,146,554,49,512
1428,139,558,50,513
1429,131,577,51,508
1430,128,589,51,502
1431,122,587,53,503
1432,123,567,50,499
1433,128,569,53,490
1434,130,581,49,505
1435,137,595,43,511
1436,138,579,39,501
1437,133,571,39,496
1438,134,574,34,489
1439,138,595,34,477
1440,140,592,39,466
1441,149,601,40,471
1442,152,600,39,487
1443,161,613,39,490
1444,156,613,39,492
1445,157,623,40,514
1446,160,606,33,523
1447,157,605,33,515
1448,166,596,33,502
1449,169,601,36,487
1450,170,590,38,495
1451,163,575,37,501
1452,156,577,36,500
1453,151,568,34,494
1454,157,572,34,479
1455,157,585,35,484
1456,156,582,32,481
1457,166,593,30,486
1458,161,593,35,479
1459,156,594,32,483
1460,155,603,32,478
1461,150,589,35,485
1462,152,588,35,461
1463,154,577,35,469
1464,158,589,40,462
1465,165,591,37,464
1466,151,595,37,476
1467,138,596,33,465
1468,135,596,34,453
1469,134,591,36,432
1470,134,587,38,427
1471,134,576,39,433
1472,133,570,38,434
1473,131,554,38,437
1474,128,557,39,427
1475,121,546,34,424
1476,119,556,32,423
1477,119,551,33,422
1478,120,569,28,438
1479,116,573,28,449
1480,123,571,28,446
1481,122,573,33,429
1482,117,563,33,418
1483,115,555,34,418
1484,114,548,34,422
1485,114,547,31,429
1486,103,538,30,432
1487,105,539,34,428
1488,103,542,29,413
1489,106,524,27,413
1490,102,507,26,426
1491,103,505,25,413
1492,105,503,28,402
1493,102,504,29,415
1494,102,505,30,431
1495,104,495,31,451
1496,100,489,30,463
1497,97,465,31,469
1498,103,471,31,468
1499,97,467,28,466
1500,97,451,26,461
1501,103,442,29,459
1502,103,432,28,468
1503,105,429,32,465
1504,108,423,33,456
1505,105,426,30,454
1506,102,424,30,449
1507,107,421,26,455
1508,107,427,26,449
1509,114,443,26,446
1510,110,453,25,447
1511,119,448,24,464
1512,117,456,26,486
1513,120,461,24,468
1514,126,467,26,457
1515,130,465,25,466
1516,134,475,30,456
1517,132,456,30,457
1518,125,452,27,457
1519,124,462,28,457
1520,117,463,31,456
1521,117,462,32,462
1522,115,465,31,449
1523,121,452,34,428
1524,115,443,35,424
1525,124,433,31,431
1526,124,428,30,433
1527,113,424,31,433
1528,107,425,29,420
1529,116,440,31,442
1530,121,435,29,444
1531,123,444,27,444
1532,129,447,27,430
1533,120,442,29,426
1534,122,445,27,448
1535,121,437,24,454
1536,116,430,23,445
1537,108,433,25,451
1538,118,420,26,446
1539,121,415,30,464
1540,123,422,34,468
1541,119,421,35,463
1542,117,403,33,481
1543,115,414,36,496
1544,113,397,33,498
1545,108,392,34,498
1546,103,397,34,494
1547,106,408,37,492
1548,101,411,37,488
1549,110,412,38,485
1550,108,419,36,488
1551,111,418,37,486
1552,119,432,38,499
1553,127,430,38,500
1554,120,453,43,503
1555,121,437,44,507
1556,121,444,45,503
1557,123,429,43,507
1558,130,418,41,500
1559,124,419,40,498
1560,129,428,37,516
1561,131,427,38,515
1562,121,422,46,529
1563,121,416,48,535
1564,119,427,47,531
1565,115,426,48,541
1566,125,421,46,541
1567,121,425,46,543
1568,124,409,45,541
1569,128,403,43,544
1570,127,399,44,540
1571,128,386,45,526
1572,127,381,49,539
1573,121,381,44,531
1574,124,377,41,520
1575,123,378,47,500
1576,120,390,46,506
1577,121,387,46,503
1578,122,399,48,486
1579,127,397,52,467
1580,124,399,55,466
1581,127,391,56,458
1582,129,394,55,472
1583,129,392,58,470
1584,123,370,55,470
1585,131,366,60,466
1586,126,368,59,460
1587,125,379,61,461
1588,124,380,59,465
1589,134,387,57,462
1590,129,393,56,467
1591,122,384,51,462
1592,118,390,53,471
1593,115,386,51,474
1594,114,377,51,475
1595,104,383,54,492
1596,105,377,54,485
1597,99,373,59,473
1598,102,384,57,478
1599,100,379,56,478
1600,98,372,56,478
1601,100,373,54,466
1602,101,366,54,473
1603,99,371,56,495
1604,98,373,58,500
1605,101,372,54,513
1606,101,365,51,514
1607,106,378,59,501
1608,113,381,59,496
1609,108,393,62,490
1610,110,393,64,491
1611,114,398,64,467
1612,106,390,69,458
1613,104,384,69,438
1614,101,381,71,436
1615,111,392,74,423
1616,115,397,73,430
1617,113,399,69,433
1618,112,395,67,429
1619,118,379,65,429
1620,121,385,62,429
1621,127,382,60,456
1622,125,397,61,453
1623,127,403,62,441
1624,118,392,63,442
1625,118,398,70,445
1626,120,411,72,463
1627,123,420,76,460
1628,129,432,82,450
1629,131,424,82,462
1630,135,423,80,468
1631,141,413,73,477
1632,133,435,72,469
1633,139,429,71,462
1634,137,432,68,463
1635,136,430,73,473
1636,135,431,79,465
1637,130,446,81,472
1638,133,440,79,473
1639,137,455,75,456
1640,141,444,73,453
1641,146,434,76,470
1642,142,442,80,495
1643,147,454,81,496
1644,141,455,84,481
1645,133,456,86,495
1646,137,451,86,493
1647,136,470,78,488
1648,144,480,81,487
1649,141,492,77,470
1650,131,482,78,466
1651,129,483,74,470
1652,130,472,76,475
1653,134,479,77,490
1654,140,483,80,477
1655,137,483,82,476
1656,135,478,77,471
1657,131,458,80,460
1658,131,453,77,466
1659,137,452,76,454
1660,139,447,78,452
1661,131,453,78,455
1662,137,478,80,455
1663,140,469,79,445
1664,141,463,85,465
1665,140,454,87,451
1666,146,460,83,435
1667,142,445,82,452
1668,134,437,81,450
1669,137,437,83,470
1670,140,438,88,473
1671,139,436,85,461
1672,133,442,86,466
1673,129,450,83,446
1674,127,439,83,457
1675,118,440,83,454
1676,114,448,84,456
1677,115,447,95,460
1678,112,462,95,456
1679,122,462,103,463
1680,124,464,97,473
1681,133,455,104,467
1682,132,457,102,465
1683,124,472,107,456
1684,128,468,107,459
1685,124,471,111,460
1686,123,478,116,455
1687,129,502,113,451
1688,132,509,110,455
1689,130,517,113,450
1690,119,523,115,443
1691,114,536,115,453
1692,120,521,122,460
1693,115,520,119,472
1694,109,517,117,455
1695,107,517,114,446
1696,112,514,117,457
1697,107,513,113,451
1698,112,499,107,457
1699,113,500,98,464
1700,111,491,101,460
1701,112,493,98,450
1702,113,504,98,454
1703,118,507,97,463
1704,112,496,95,477
1705,110,485,93,481
1706,112,492,98,472
1707,112,492,100,462
1708,115,495,101,458
1709,119,503,98,474
1710,112,513,104,470
1711,116,513,102,483
1712,113,510,102,470
1713,116,519,103,457
1714,118,528,98,460
1715,120,552,98,470
1716,125,560,97,470
1717,122,552,96,493
1718,122,534,105,485
1719,126,533,106,485
1720,128,536,107,483
1721,137,522,105,468
1722,125,529,108,475
1723,121,526,102,465
1724,118,510,104,457
1725,118,496,108,448
1726,115,510,107,447
1727,114,505,104,453
1728,117,498,97,464
1729,123,482,108,467
1730,129,483,111,461
1731,134,494,111,447
1732,135,495,109,439
1733,137,478,114,439
1734,129,485,117,438
1735,119,496,118,436
1736,125,503,125,436
1737,131,505,124,441
1738,129,508,113,439
1739,133,497,111,443
1740,131,493,105,419
1741,125,495,106,416
1742,120,492,100,418
1743,123,491,99,411
1744,117,498,97,407
1745,110,486,92,407
1746,110,490,94,412
1747,115,488,92,401
1748,117,502,94,416
1749,113,499,95,413
1750,106,484,97,416
1751,118,489,93,411
1752,112,492,88,411
1753,107,495,80,411
1754,102,492,80,405
1755,106,490,83,402
1756,106,492,78,386
1757,106,484,78,386
1758,108,480,84,373
1759,111,489,85,370
1760,112,493,90,362
1761,107,485,91,372
1762,111,476,89,383
1763,112,488,93,376
1764,110,488,89,377
1765,107,500,84,383
1766,113,488,84,394
1767,109,489,77,397
1768,105,488,82,394
1769,106,465,86,395
1770,106,469,88,399
1771,107,471,85,384
1772,109,487,76,367
1773,112,489,79,383
1774,108,496,87,391
1775,110,484,89,382
1776,104,487,89,372
1777,106,478,93,369
1778,110,483,93,358
1779,111,502,84,368
1780,114,493,87,368
1781,114,510,92,375
1782,116,514,96,367
1783,126,525,95,384
1784,119,515,95,383
1785,121,499,96,387
1786,117,511,96,356
1787,117,518,94,367
1788,114,525,104,347
1789,115,519,106,348
1790,118,500,102,355
1791,121,484,101,351
1792,122,484,103,355
1793,121,468,103,357
1794,124,466,96,355
1795,134,456,97,357
1796,133,478,91,353
1797,133,476,93,354
1798,134,479,91,364
1799,133,471,88,355
1800,137,487,96,364
1801,133,484,105,373
1802,132,485,108,382
1803,130,499,116,396
1804,136,501,117,390
1805,131,508,124,386
1806,133,501,117,381
1807,136,505,120,379
1808,141,501,130,378
1809,140,499,128,395
1810,133,494,127,395
1811,133,487,121,396
1812,141,483,118,398
1813,134,484,123,391
1814,129,491,131,383
1815,122,490,133,381
1816,125,493,125,381
1817,126,496,123,387
1818,134,508,124,392
1819,129,507,122,406
1820,124,519,126,392
1821,123,513,127,390
1822,126,510,128,376
1823,129,513,133,371
1824,130,501,132,384
1825,134,489,122,387
1826,135,486,128,388
1827,138,482,129,397
1828,140,487,122,393
1829,138,469,120,398
1830,141,467,119,400
1831,147,468,117,382
1832,146,490,113,384
1833,146,481,115,387
1834,149,484,112,380
1835,153,485,110,379
1836,145,486,110,390
1837,145,484,108,387
1838,152,475,120,392
1839,154,457,118,393
1840,154,460,113,399
1841,157,469,108,390
1842,155,455,101,403
1843,151,455,100,410
1844,141,457,100,419
1845,140,449,104,415
1846,138,442,103,419
1847,139,436,109,426
1848,142,428,117,426
1849,141,425,111,425
1850,144,426,110,433
1851,148,421,112,440
1852,152,421,111,438
1853,150,425,106,441
1854,157,424,106,428
1855,152,433,101,438
1856,159,427,101,442
1857,165,445,103,445
1858,173,454,104,445
1859,176,454,102,449
1860,184,445,103,459
1861,185,438,97,461
1862,182,429,98,468
1863,182,435,98,467
1864,177,450,104,459
1865,171,455,98,469
1866,171,455,102,454
1867,170,466,96,460
1868,174,466,100,443
1869,170,455,95,443
1870,170,441,94,435
1871,182,442,95,442
1872,179,440,98,451
1873,185,434,99,455
1874,182,443,102,450
1875,186,441,102,444
1876,190,449,110,444
1877,195,450,111,444
1878,211,447,112,457
1879,207,453,110,462
1880,210,444,108,463
1881,210,433,109,455
1882,205,431,112,434
1883,198,441,105,430
1884,189,459,100,434
1885,183,444,99,417
1886,180,451,99,411
1887,180,439,98,410
1888,175,432,88,407
1889,173,444,88,417
1890,173,456,87,429
1891,169,462,81,420
1892,170,455,78,419
1893,170,446,78,411
1894,166,440,74,415
1895,163,453,72,418
1896,155,463,74,431
1897,160,473,77,410
1898,160,476,77,403
1899,160,474,83,422
1900,174,475,88,424
1901,169,461,84,411
1902,179,461,75,424
1903,178,470,73,416
1904,177,473,66,414
1905,166,485,63,426
1906,164,479,66,423
1907,164,470,65,424
1908,170,469,64,416
1909,168,469,58,419
1910,165,478,57,436
1911,169,471,55,433
1912,167,478,54,420
1913,160,490,50,407
1914,158,507,51,399
1915,148,488,54,409
1916,141,501,58,405
1917,141,495,56,409
1918,135,517,56,395
1919,128,520,49,407
1920,133,519,50,427
1921,128,508,51,431
1922,122,502,46,430
1923,125,511,47,433
1924,126,492,43,448
1925,137,494,46,443
1926,141,507,49,437
1927,144,525,48,440
1928,145,523,47,448
1929,148,515,51,455
1930,143,529,50,457
1931,147,512,55,461
1932,146,510,51,458
1933,153,498,52,440
1934,150,513,52,437
1935,153,498,59,449
1936,147,499,64,460
1937,143,492,66,451
1938,138,491,65,449
1939,141,497,69,451
1940,144,491,68,455
1941,145,483,69,449
1942,157,478,70,457
1943,145,478,69,464
1944,143,489,73,470
1945,133,492,71,467
1946,132,506,68,472
1947,130,512,60,479
1948,128,522,59,467
1949,123,532,61,456
1950,126,522,56,454
1951,119,529,60,456
1952,122,528,55,454
1953,125,518,60,460
1954,118,515,61,465
1955,122,497,62,462
1956,112,497,61,466
1957,105,513,61,464
1958,115,518,63,467
1959,120,518,61,485
1960,120,516,66,485
1961,113,513,71,484
1962,119,519,69,498
1963,123,521,67,515
1964,127,516,63,522
1965,127,519,61,525
1966,133,515,59,520
1967,128,514,55,502
1968,130,508,49,509
1969,131,511,46,510
1970,129,504,44,507
1971,127,520,49,514
1972,128,536,48,490
1973,130,530,54,494
1974,128,518,56,492
1975,132,512,55,490
1976,128,517,56,482
1977,125,534,55,472
1978,133,532,56,491
1979,130,525,56,505
1980,131,511,60,521
1981,133,509,57,508
1982,128,510,57,494
1983,120,527,53,501
1984,128,504,51,493
1985,135,505,50,497
1986,130,502,47,485
1987,125,508,50,475
1988,128,502,50,473
1989,120,502,50,464
1990,124,493,52,467
1991,123,495,45,455
1992,128,497,46,459
1993,125,506,43,457
1994,126,505,40,458
1995,126,517,46,462
1996,124,516,51,457
1997,134,511,53,444
1998,131,492,52,445
1999,134,488,56,438
2000,132,489,57,441
2001,130,496,57,441
2002,139,491,54,440
2003,138,492,50,436
2004,139,505,51,415
2005,132,512,50,403
2006,130,511,46,410
2007,132,504,50,404
2008,132,530,56,407
2009,127,543,53,414
2010,134,539,53,417
2011,130,531,54,418
2012,125,541,55,416
2013,120,565,53,418
2014,115,572,60,426
2015,112,578,61,425
2016,111,573,63,416
2017,113,587,59,417
2018,109,578,64,429
2019,102,581,64,446
2020,106,595,69,451
2021,104,583,69,455
2022,102,581,70,448
2023,98,590,66,439
2024,97,609,68,432
2025,90,609,67,440
2026,94,617,73,428
2027,94,616,75,422
2028,96,604,69,411
2029,95,603,68,412
2030,101,601,65,406
2031,101,607,70,415
2032,98,597,73,418
2033,101,604,69,415
2034,104,603,65,423
2035,110,620,64,420
2036,113,619,64,406
2037,111,613,65,402
2038,108,603,66,396
2039,110,598,61,401
2040,105,590,61,411
2041,102,605,56,410
2042,101,594,54,421
2043,100,600,50,415
2044,100,590,51,423
2045,109,591,48,423
2046,111,597,51,429
2047,108,602,55,425
2048,104,604,54,413
2049,102,609,55,407
2050,94,607,51,413
2051,97,614,48,404
2052,99,619,51,408
2053,100,607,49,427
2054,101,599,56,422
2055,106,582,56,416
2056,100,609,56,418
2057,98,630,54,424
2058,102,623,55,433
2059,107,597,56,446
2060,122,592,49,438
2061,119,603,49,425
2062,124,597,48,437
2063,125,596,45,428
2064,125,595,43,434
2065,124,595,43,418
2066,119,580,43,429
2067,113,577,43,418
2068,110,584,41,408
2069,117,599,39,401
2070,120,594,38,402
2071,121,607,40,418
2072,123,585,46,419
2073,128,591,50,423
2074,127,592,49,417
2075,126,586,50,421
2076,124,590,52,436
2077,126,589,54,441
2078,126,579,53,450
2079,122,585,51,447
2080,121,588,55,454
2081,125,588,53,447
2082,119,597,47,445
2083,123,600,46,445
2084,110,588,52,435
2085,117,580,55,433
2086,112,586,59,424
2087,107,583,62,417
2088,104,589,62,411
2089,95,584,65,418
2090,94,606,62,405
2091,92,611,61,416
2092,86,602,58,423
2093,96,594,57,424
2094,91,576,53,424
2095,91,589,51,429
2096,92,602,48,421
2097,93,605,47,417
2098,95,604,47,410
2099,99,613,45,401
2100,98,619,41,406
2101,101,625,44,397
2102,101,620,46,404
2103,93,621,43,405
2104,85,621,39,399
2105,93,605,39,381
2106,99,615,39,387
2107,100,615,40,383
2108,96,616,41,368
2109,99,609,44,372
2110,101,614,49,381
2111,101,614,51,375
2112,88,620,51,386
2113,87,628,53,385
2114,88,605,49,382
2115,90,603,51,377
2116,91,597,48,372
2117,84,607,47,369
2118,83,610,42,359
2119,81,593,43,348
2120,79,587,35,334
2121,82,595,33,326
2122,82,578,32,339
2123,86,591,33,351
2124,85,606,29,348
2125,87,614,28,349
2126,86,612,29,334
2127,90,602,28,325
2128,86,591,27,325
2129,93,581,29,329
2130,98,583,30,340
2131,104,575,30,349
2132,109,579,38,338
2133,106,572,38,334
2134,103,573,38,340
2135,104,558,35,335
2136,106,575,31,336
2137,102,569,33,334
2138,100,557,37,332
2139,93,546,33,339
2140,96,544,36,351
2141,102,529,36,346
2142,99,524,40,343
2143,101,536,36,348
2144,99,531,39,348
2145,99,523,42,344
2146,96,535,41,356
2147,98,528,41,358
2148,94,518,45,366
2149,96,511,41,368
2150,96,504,45,358
2151,103,493,42,372
2152,97,495,44,369
2153,94,483,46,381
2154,98,459,51,380
2155,104,463,54,378
2156,105,455,57,378
2157,104,465,60,372
2158,100,477,60,365
2159,100,495,58,364
2160,106,480,50,366
2161,110,474,45,365
2162,108,491,45,373
2163,108,500,47,380
2164,113,506,49,383
2165,118,503,52,388
2166,108,509,57,394
2167,103,493,56,392
2168,106,483,51,381
2169,105,492,47,384
2170,101,494,55,374
2171,102,490,52,373
2172,106,482,54,372
2173,100,479,51,371
2174,102,501,50,368
2175,104,499,49,381
2176,105,495,47,373
2177,107,499,47,368
2178,106,511,48,359
2179,100,515,52,371
2180,95,532,56,369
2181,95,541,55,355
2182,95,537,57,365
2183,102,517,55,380
2184,99,508,62,363
2185,100,507,67,364
2186,97,527,73,362
2187,96,521,77,367
2188,95,531,78,370
2189,106,527,74,364
2190,103,547,72,368
2191,106,547,75,363
2192,105,553,83,357
2193,97,542,87,366
2194,97,532,88,356
2195,91,525,96,372
2196,101,526,94,365
2197,97,523,93,355
2198,104,511,105,365
2199,100,495,109,373
2200,93,502,113,373
2201,92,508,113,367
2202,99,500,121,370
2203,101,508,123,376
2204,102,506,121,380
2205,104,516,117,376
2206,106,511,118,362
2207,107,511,114,360
2208,120,516,117,357
2209,125,529,116,359
2210,122,540,119,373
2211,122,543,122,381
2212,127,548,115,381
2213,130,544,110,385
2214,134,546,113,383
2215,122,552,114,382
2216,122,540,111,365
2217,116,529,115,380
2218,115,533,118,367
2219,118,517,115,362
2220,121,514,103,356
2221,114,506,104,349
2222,119,492,102,355
2223,118,504,99,352
2224,109,494,105,359
2225,110,498,110,354
2226,115,503,117,365
2227,115,486,121,373
2228,104,520,123,370
2229,101,507,113,358
2230,91,512,112,369
2231,87,521,111,358
2232,93,531,116,356
2233,96,528,124,356
2234,95,536,131,340
2235,92,552,128,335
2236,94,575,131,317
2237,98,579,132,314
2238,96,567,128,313
2239,98,568,123,317
2240,95,570,121,320
2241,92,576,122,329
2242,92,572,134,333
2243,97,578,129,339
2244,104,578,128,336
2245,101,565,126,329
2246,104,567,130,334
2247,114,565,143,331
2248,108,560,128,331
2249,99,556,131,322
2250,97,544,131,340
2251,103,545,136,325
2252,97,539,135,324
2253,97,551,138,329
2254,98,566,147,329
2255,93,562,143,316
2256,97,578,137,305
2257,99,591,136,301
2258,98,589,137,303
2259,90,587,142,304
2260,90,583,146,312
2261,98,588,150,323
2262,102,585,148,332
2263,99,595,145,331
2264,107,581,146,317
2265,106,579,149,329
2266,99,570,148,332
2267,101,568,146,320
2268,115,569,143,314
2269,116,559,147,318
2270,123,584,144,315
2271,120,584,146,316
2272,127,583,149,309
2273,124,577,143,310
2274,120,590,136,312
2275,123,587,141,308
2276,120,588,146,298
2277,121,585,145,298
2278,131,574,148,304
2279,129,566,143,298
2280,133,553,143,299
2281,132,557,135,297
2282,138,560,132,309
2283,142,563,129,321
2284,146,556,120,325
2285,149,540,116,326
2286,152,552,118,330
2287,154,543,121,334
2288,143,556,125,332
2289,144,558,120,336
2290,134,551,123,344
2291,144,551,130,354
2292,149,557,123,339
2293,145,550,127,342
2294,144,555,124,343
2295,138,548,115,345
2296,149,556,104,340
2297,145,559,105,336
2298,139,545,112,325
2299,144,533,106,310
2300,147,545,109,301
2301,143,537,111,306
2302,143,533,113,295
2303,148,557,119,298
2304,135,554,123,294
2305,130,553,120,295
2306,131,557,121,302
2307,136,572,117,299
2308,126,574,117,297
2309,128,558,119,305
2310,133,570,132,301
2311,135,566,131,306
2312,139,586,133,315
2313,142,581,129,309
2314,143,578,136,318
2315,150,578,136,302
2316,146,593,135,294
2317,141,600,142,299
2318,128,623,146,290
2319,131,631,142,276
2320,123,609,145,265
2321,125,616,148,267
2322,125,627,148,256
2323,123,650,138,257
2324,123,650,133,257
2325,124,642,138,257
2326,119,639,141,249
2327,124,627,133,241
2328,113,614,129,240
2329,113,614,130,233
2330,110,623,120,235
2331,111,611,121,231
2332,113,620,116,223
2333,116,599,116,233
2334,119,583,115,236
2335,120,585,114,238
2336,117,599,117,238
2337,115,583,123,240
2338,116,574,120,243
2339,106,584,125,239
2340,110,576,117,254
2341,110,587,126,264
2342,108,608,121,269
2343,103,599,127,255
2344,104,616,130,261
2345,98,612,118,262
2346,105,605,115,273
2347,108,600,116,280
2348,102,604,114,289
2349,107,598,118,288
2350,101,609,114,284
2351,102,599,117,298
2352,96,622,119,302
2353,92,632,119,304
2354,90,622,124,291
2355,85,623,130,282
2356,83,622,131,294
2357,86,576,139,308
2358,90,575,134,298
2359,90,577,135,306
2360,96,594,133,311
2361,105,614,133,321
2362,107,609,129,319
2363,111,633,131,318
2364,113,642,127,322
2365,113,647,125,316
2366,116,641,118,312
2367,115,636,124,314
2368,112,627,117,314
2369,107,639,116,316
2370,101,645,122,310
2371,98,643,113,312
2372,99,649,115,308
2373,99,645,118,317
2374,103,634,122,303
2375,109,632,119,301
2376,111,614,123,316
2377,107,638,128,320
2378,105,649,127,309
2379,105,644,126,309
2380,98,628,125,307
2381,95,622,123,310
2382,94,629,123,299
2383,99,636,125,288
2384,98,649,122,291
2385,101,659,123,287
2386,104,648,114,284
2387,113,652,113,278
2388,103,630,114,291
2389,108,626,114,282
2390,102,626,110,283
2391,104,605,104,286
2392,105,620,95,293
2393,108,602,104,295
2394,106,589,106,311
2395,105,588,114,310
2396,111,581,115,306
2397,113,602,108,294
2398,114,594,117,293
2399,113,622,128,284
2400,108,622,136,279
2401,112,630,131,280
2402,120,628,132,284
2403,113,638,131,285
2404,111,651,131,287
2405,111,660,125,291
2406,102,648,118,293
2407,109,642,119,285
2408,111,628,121,291
2409,106,638,120,296
2410,99,629,120,297
2411,101,626,121,286
2412,102,630,122,291
2413,101,616,127,285
2414,102,622,125,274
2415,100,636,121,278
2416,102,639,113,283
2417,108,634,109,275
2418,113,643,107,272
2419,117,657,110,257
2420,119,663,108,260
2421,114,682,105,262
2422,114,699,102,268
2423,119,699,105,268
2424,124,697,118,266
2425,125,698,119,265
2426,124,689,124,249
2427,123,678,130,250
2428,121,681,134,260
2429,113,684,131,268
2430,104,679,126,258
2431,102,655,126,259
2432,99,657,131,262
2433,90,660,131,261
2434,92,679,135,259
2435,94,680,132,250
2436,94,686,129,259
2437,96,674,125,256
2438,91,690,117,250
2439,94,709,118,252
2440,97,721,119,249
2441,93,729,117,253
2442,99,735,119,252
2443,103,740,119,256
2444,98,729,124,255
2445,98,728,114,256
2446,88,707,114,249
2447,90,717,111,249
2448,98,721,108,255
2449,99,715,116,247
2450,101,727,113,247
2451,101,732,117,248
2452,100,734,113,241
2453,99,716,105,250
2454,98,743,112,258
2455,94,741,110,265
2456,94,735,111,261
2457,94,740,117,262
2458,88,748,121,263
2459,88,744,122,260
2460,87,755,127,249
2461,87,734,123,261
2462,88,738,128,268
2463,81,745,124,258
2464,81,753,114,257
2465,83,761,115,246
2466,80,779,114,244
2467,86,787,111,238
2468,81,797,110,235
2469,78,810,116,240
2470,79,791,108,234
2471,71,792,118,223
2472,68,786,117,228
2473,66,798,122,226
2474,65,826,123,235
2475,70,838,118,240
2476,64,837,119,240
2477,62,832,116,245
2478,58,818,118,247
2479,61,833,111,250
2480,59,835,109,247
2481,54,826,107,243
2482,58,825,111,248
2483,59,828,110,246
2484,59,834,112,250
2485,58,831,111,256
2486,53,815,104,256
2487,52,837,106,257
2488,52,864,108,252
2489,52,865,101,241
2490,55,862,102,234
2491,57,869,95,230
2492,60,858,103,231
2493,62,871,106,234
2494,58,858,108,234
2495,55,876,117,237
2496,55,879,116,241
2497,56,855,118,228
2498,61,860,110,229
2499,58,865,105,228
2500,63,853,101,221
2501,54,849,109,227
2502,57,854,111,217
2503,57,858,116,212
2504,57,831,116,218
2505,60,846,120,227
2506,57,853,120,222
2507,54,854,112,217
2508,55,835,116,223
2509,51,834,114,220
2510,52,835,117,213
2511,58,849,115,209
2512,58,859,106,213
2513,60,841,103,217
2514,60,839,106,217
2515,56,842,105,213
2516,57,825,102,218
2517,59,832,103,219
2518,62,834,99,230
2519,58,820,104,227
2520,60,811,99,218
2521,55,814,96,215
2522,53,834,95,217
2523,58,812,97,218
2524,64,819,104,217
2525,67,834,99,214
2526,67,820,95,212
2527,72,816,94,211
2528,72,810,87,209
2529,73,804,91,220
2530,71,799,91,208
2531,65,805,85,199
2532,60,789,79,198
2533,60,787,78,199
2534,67,788,81,200
2535,74,784,76,189
2536,75,785,72,186
2537,77,771,76,184
2538,77,795,77,188
2539,77,797,82,195
2540,81,800,84,194
2541,77,810,87,195
2542,73,785,93,198
2543,69,775,96,197
2544,70,759,96,195
2545,69,760,99,192
2546,71,786,93,191
2547,77,788,92,179
2548,77,760,92,182
2549,74,776,88,173
2550,72,772,83,170
2551,76,796,82,181
2552,74,788,78,185
2553,70,796,77,185
2554,71,792,71,196
2555,69,800,67,198
2556,71,803,70,208
2557,71,797,75,234
2558,67,801,77,232
2559,60,800,76,224
2560,60,797,77,224
2561,62,806,78,210
2562,68,800,78,211
2563,68,813,79,208
2564,69,822,78,205
2565,67,836,77,197
2566,63,841,80,208
2567,66,832,81,205
2568,73,822,79,208
2569,76,805,76,209
2570,77,791,73,220
2571,73,785,73,219
2572,69,791,77,214
2573,74,785,74,213
2574,77,777,73,210
2575,73,766,73,212
2576,77,749,69,206
2577,73,751,70,207
2578,73,754,71,209
2579,75,749,68,200
2580,80,753,71,199
2581,77,754,78,211
2582,82,749,77,213
2583,83,748,80,213
2584,81,745,80,214
2585,81,729,81,202
2586,82,720,77,197
2587,79,722,79,193
2588,80,726,88,192
2589,84,727,89,198
2590,88,733,86,205
2591,94,730,91,204
2592,92,738,90,208
2593,92,738,92,198
2594,82,732,101,192
2595,89,720,101,188
2596,81,717,102,196
2597,87,728,105,189
2598,82,722,109,178
2599,73,714,105,185
2600,70,742,94,182
2601,65,720,91,179
2602,69,707,91,173
2603,70,724,92,167
2604,75,718,94,164
2605,77,731,89,171
2606,79,745,88,163
2607,80,750,90,158
2608,80,766,89,169
2609,80,766,88,171
2610,76,782,83,177
2611,75,792,83,165
2612,66,797,81,165
2613,62,795,67,166
2614,55,808,66,161
2615,51,819,66,163
2616,54,804,64,164
2617,52,809,62,164
2618,57,825,64,164
2619,64,825,57,165
2620,67,817,56,173
2621,65,810,59,175
2622,68,796,57,170
2623,72,780,57,171
2624,72,770,61,170
2625,70,776,59,174
2626,68,763,63,182
